MAE,RMSE,MAPE,WAPE,MAE_commercial,MAE_residential,MAE_industrial,MAE_school,MAE_university,MAE_hospital,MAE_transport,MAE_park,MAE_multi_zone,variant,n_params,lambda_cos
0.2483741044998169,0.29976847767829895,18.7191441655159,19.38158035776802,0.2457250952720642,0.24742312729358673,0.2542639374732971,0.24721132218837738,0.24951808154582977,0.2450999617576599,0.24677154421806335,0.24512167274951935,0.24763751029968262,lstm,669080,0.0
0.25215989351272583,0.3084934651851654,18.982671201229095,19.676999408449568,0.24944840371608734,0.2516271770000458,0.2574002146720886,0.25093692541122437,0.25374677777290344,0.2486545741558075,0.25070449709892273,0.2497796267271042,0.2515213191509247,gcn_gru,34072,0.0
0.26623010635375977,0.32199063897132874,20.487400889396667,20.774953734764868,0.2636902630329132,0.2657020688056946,0.2711164355278015,0.2650432586669922,0.2675185799598694,0.26289433240890503,0.26493918895721436,0.2635955512523651,0.2656521797180176,stgcn,33944,0.0
