split_mode,variant,n_runs,MAE_mean,MAE_std,MAE_ci95_lo,MAE_ci95_hi,RMSE_mean,RMSE_std,RMSE_ci95_lo,RMSE_ci95_hi,MAPE_mean,MAPE_std,MAPE_ci95_lo,MAPE_ci95_hi,WAPE_mean,WAPE_std,WAPE_ci95_lo,WAPE_ci95_hi
chrono,zone_full_tc,2,0.24698800593614573,0.0054747386443074544,0.19779943078566503,0.2961765810866264,0.28910069167613983,0.0065338784106741135,0.23039612327418965,0.34780526007809004,18.9230851829052,0.28626877078447666,16.351062323036025,21.495108042774376,19.273418430070148,0.427215280045803,15.435041427395003,23.111795432745293
chrono,zone_full_sinc,2,0.248963788151741,0.006911219145392187,0.18686894775821059,0.31105862854527144,0.2925007790327072,0.0010781374583328856,0.28281409829098864,0.3021874597744258,19.06963214278221,0.5216357389511463,14.38292097470585,23.756343310858572,19.42759549529361,0.5393089389547007,14.582096925113913,24.273094065473305
chrono,zone_full,2,0.25286702811717987,0.0011121499650812556,0.24287475712669426,0.2628592991076655,0.2905907034873962,0.0002767783541710411,0.2881039486377698,0.2930774583370226,19.654634594917297,0.06419386496694521,19.077875601241935,20.23139358859266,19.732181642703146,0.08678525644414001,18.952447049711207,20.511916235695086
chrono,gcn_gru,2,0.25202079117298126,0.0009877324682770964,0.24314636704043646,0.26089521530552606,0.3092977851629257,0.0016789407838556799,0.2942131007084884,0.32438246961736306,18.944624811410904,0.007469475227343195,18.87751423912142,19.011735383700387,19.66614498976491,0.0770769120703876,18.973636410257942,20.358653569271876
