split_mode,metric,baseline,proposed,n_seeds,baseline_mean,proposed_mean,improvement_abs,improvement_pct,ci95_low,ci95_high,ci_excludes_zero,p_paired,p_welch,cohens_dz,hedges_g,recommended_test,p_paired_holm,p_welch_holm,p_recommended,p_recommended_holm,significant_holm
chrono,MAE,gcn_gru,zone_full,2,0.25202079117298126,0.25286702811717987,-0.0008462369441986084,-0.3357806077268327,-0.019712932067229013,0.018020458178831796,False,0.6702269704976596,0.5065218551001023,-0.40299253460833884,-0.45975660851696165,paired,1.0,1.0,0.6702269704976596,1.0,False
chrono,RMSE,gcn_gru,zone_full,2,0.3092977851629257,0.2905907034873962,0.018707081675529508,6.04824301139931,0.006109152070718557,0.03130501128034046,True,0.03370941812717354,0.03562919672429206,13.341593869218796,8.884338061075086,paired,0.4045130175260825,0.39192116396721266,0.03370941812717354,0.4045130175260825,False
chrono,MAPE,gcn_gru,zone_full,2,18.944624811410904,19.654634594917297,-0.7100097835063952,-3.7478165473023006,-1.2196582048922757,-0.2003613621205147,False,0.03592603261371471,0.038194761399247136,-12.516834235956589,-8.878252286029683,paired,0.4045130175260825,0.39192116396721266,0.03592603261371471,0.4045130175260825,False
chrono,WAPE,gcn_gru,zone_full,2,19.66614498976491,19.732181642703146,-0.06603665293824079,-0.33578849831834884,-1.5382798254371477,1.4062065195606661,False,0.6702210717498577,0.5065136783385289,-0.4030012145993671,-0.45976658521884095,paired,1.0,1.0,0.6702210717498577,1.0,False
chrono,MAE,gcn_gru,zone_full_tc,2,0.25202079117298126,0.24698800593614573,0.005032785236835494,1.9969722392392242,-0.053030214046190016,0.063095784519861,False,0.4693194508178675,0.4124718299743265,0.7787710225945939,0.7310825137906731,paired,1.0,1.0,0.4693194508178675,1.0,False
chrono,RMSE,gcn_gru,zone_full_tc,2,0.3092977851629257,0.28910069167613983,0.02019709348678586,6.529983225113248,-0.05359215936960167,0.09398634634317339,False,0.1782412663591213,0.12528948027686124,2.4592156491449706,2.419415476711897,paired,1.0,1.0,0.1782412663591213,1.0,False
chrono,MAPE,gcn_gru,zone_full_tc,2,18.944624811410904,18.9230851829052,0.021539628505703234,0.11369783629987375,-2.4833726590739906,2.526451916085397,False,0.9307176893039124,0.9325166416959433,0.0772585470944606,0.06078457672816188,paired,1.0,1.0,0.9307176893039124,1.0,False
chrono,WAPE,gcn_gru,zone_full_tc,2,19.66614498976491,19.273418430070148,0.39272655969475956,1.9969676817655468,-4.138159022487352,4.9236121418768715,False,0.4693207306820582,0.4124728940847847,0.7787678767080218,0.7310798855005046,paired,1.0,1.0,0.4693207306820582,1.0,False
chrono,MAE,gcn_gru,zone_full_sinc,2,0.25202079117298126,0.248963788151741,0.0030570030212402344,1.2129963591543438,-0.067912261504835,0.07402626754731546,False,0.6811913908041003,0.643712679252719,0.38701376723843117,0.3538567914070813,paired,1.0,1.0,0.6811913908041003,1.0,False
chrono,RMSE,gcn_gru,zone_full_sinc,2,0.3092977851629257,0.2925007790327072,0.016797006130218506,5.430690724594266,-0.007974359065937405,0.04156837132637442,False,0.07356029778534193,0.012175358631414612,6.092321165642749,6.80300206908304,paired,0.7356029778534192,0.14610430357697535,0.07356029778534193,0.7356029778534192,False
chrono,MAPE,gcn_gru,zone_full_sinc,2,18.944624811410904,19.06963214278221,-0.1250073313713056,-0.6598564638557002,-4.744607927158184,4.494593264415573,False,0.7891707307017902,0.7919798878463375,-0.24312628072085318,-0.1936424525615229,paired,1.0,1.0,0.7891707307017902,1.0,False
chrono,WAPE,gcn_gru,zone_full_sinc,2,19.66614498976491,19.42759549529361,0.23854949447129847,1.2129957070663808,-5.299457655215364,5.776556644157961,False,0.6811917457542767,0.6437128900880381,0.3870132548866521,0.3538564960420166,paired,1.0,1.0,0.6811917457542767,1.0,False
