MAE,RMSE,MAPE,MAE_commercial,MAE_residential,MAE_industrial,MAE_school,MAE_university,MAE_hospital,MAE_transport,MAE_park,MAE_multi_zone,variant,n_params
0.20706088840961456,0.46891698241233826,15.766093134880066,0.200358584523201,0.2011958509683609,0.2989731431007385,0.21733060479164124,0.25178149342536926,0.2103884369134903,0.19266897439956665,0.1310846507549286,0.20338210463523865,baseline_ahgnn,250243
0.08600352704524994,0.1409212201833725,6.377694755792618,0.08351974189281464,0.08775468170642853,0.1085069552063942,0.082668237388134,0.09833166003227234,0.08943912386894226,0.08151786774396896,0.07855242490768433,0.08596616238355637,zone_concat,358452
0.09043344855308533,0.15121681988239288,6.576922535896301,0.08820237964391708,0.09154855459928513,0.10640162974596024,0.08404239267110825,0.09850873798131943,0.09255369752645493,0.08839194476604462,0.08417420834302902,0.090696781873703,zone_weight,358452
0.08998110145330429,0.14215275645256042,6.717502325773239,0.08675425499677658,0.09122950583696365,0.11297038942575455,0.08701569586992264,0.10428711026906967,0.09107573330402374,0.08469562977552414,0.08453430235385895,0.08969949185848236,zone_full,358452
0.07728901505470276,0.13240653276443481,5.767156928777695,0.07571731507778168,0.07926265895366669,0.09249386191368103,0.07735179364681244,0.08820945024490356,0.08421725034713745,0.0743146687746048,0.07660605013370514,0.07744180411100388,zone_full_tc,358788
0.08053876459598541,0.1362880915403366,5.9738121926784515,0.07872159034013748,0.08191802352666855,0.09505297243595123,0.07936542481184006,0.09005329757928848,0.08202317357063293,0.07763900607824326,0.0750897079706192,0.08059435337781906,zone_full_sinc,361428
0.2039015293121338,0.2701115310192108,15.49956500530243,0.19812491536140442,0.2075607180595398,0.2508179247379303,0.21798720955848694,0.24017712473869324,0.21348120272159576,0.1894679069519043,0.19316795468330383,0.20277659595012665,lstm,623027
0.09298604726791382,0.16182346642017365,6.531023979187012,0.09008251875638962,0.09346749633550644,0.11647826433181763,0.08715421706438065,0.1045457273721695,0.09469862282276154,0.08907736837863922,0.08712451159954071,0.09265854954719543,gcn_gru,32707
0.09794491529464722,0.17781829833984375,6.635648757219315,0.09388516843318939,0.09875081479549408,0.1342700719833374,0.10527454316616058,0.12125950306653976,0.10606471449136734,0.0883638858795166,0.08887184411287308,0.09683544188737869,stgcn,32579
